timestamp,tag,student,question,run,model,use_solution,use_reasoning,use_breakdown,use_guidelines,strictness,temperature,score,bonus
2026-05-17 17:47:07,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,1,1,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,10.5,0.0
2026-05-17 17:47:13,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,1,2,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,6.5,0.0
2026-05-17 17:47:17,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,1,3,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,7.0,0.0
2026-05-17 17:47:22,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,2,1,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,10.0,0.0
2026-05-17 17:47:26,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,2,2,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,9.5,3.0
2026-05-17 17:47:30,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,2,3,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,11.0,0.0
2026-05-17 17:47:36,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,3,1,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,10.5,0.0
2026-05-17 17:47:42,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,3,2,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,5.5,0.0
2026-05-17 17:47:46,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,3,3,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,11.5,0.0
2026-05-17 17:47:51,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,4,1,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,10.5,4.0
2026-05-17 17:47:58,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,4,2,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,8.5,0.0
2026-05-17 17:48:02,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,4,3,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,8.5,0.0
2026-05-17 17:48:04,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,4,4,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,5.0,0.0
2026-05-17 17:48:10,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,5,1,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,8.0,0.0
2026-05-17 17:48:17,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,5,2,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,7.5,0.0
2026-05-17 17:48:21,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,5,3,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,11.0,0.0
2026-05-17 17:48:26,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,6,1,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,8.5,0.0
2026-05-17 17:48:31,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,6,2,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,9.5,3.0
2026-05-17 17:48:36,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,6,3,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,10.5,0.0
2026-05-17 17:48:38,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,6,4,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,0.0,0.0
2026-05-17 17:48:42,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,7,1,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,10.5,0.0
2026-05-17 17:48:48,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,7,2,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,6.5,0.0
2026-05-17 17:48:52,B02_m-flash-lite_sol1_gd0_rs0_bd1_str-neutral_t00_n1,7,3,1,gemini-flash-lite-latest,1,0,1,0,neutral,0.0,8.0,0.0
