timestamp,tag,student,question,run,model,use_solution,use_reasoning,use_breakdown,use_guidelines,strictness,temperature,score,bonus
2026-05-24 04:10:57,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,1,1,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,9.0,0.0
2026-05-24 04:11:14,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,1,2,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,6.5,0.0
2026-05-24 04:11:33,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,1,3,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,3.0,0.0
2026-05-24 04:12:01,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,2,1,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,9.0,0.0
2026-05-24 04:12:18,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,2,2,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,10.0,4.0
2026-05-24 04:12:35,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,2,3,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,11.0,0.0
2026-05-24 04:13:01,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,3,1,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,10.5,0.0
2026-05-24 04:13:18,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,3,2,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,8.5,0.0
2026-05-24 04:13:36,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,3,3,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,12.0,0.0
2026-05-24 04:14:03,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,4,1,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,9.0,4.0
2026-05-24 04:14:20,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,4,2,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,10.5,4.0
2026-05-24 04:14:39,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,4,3,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,6.0,0.0
2026-05-24 04:14:48,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,4,4,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,0.0,5.0
2026-05-24 04:15:16,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,5,1,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,6.0,0.0
2026-05-24 04:15:34,L-R02_m-qwen3-coder-480b_sol1_gd1_rs0_bd1_str-strict_t00_n1,5,2,1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,1,0,1,1,strict,0.0,6.5,0.0
