timestamp,tag,student,question,run,model,use_solution,use_reasoning,use_breakdown,use_guidelines,strictness,temperature,score,bonus
2026-05-20 15:44:23,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,1,1,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,9.0,0.0
2026-05-20 15:53:37,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,1,2,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,9.0,0.0
2026-05-20 15:58:21,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,1,3,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,8.25,0.0
2026-05-20 15:58:58,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,2,1,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,12.0,0.0
2026-05-20 16:04:24,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,2,2,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,11.0,4.0
2026-05-20 16:04:35,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,2,3,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,12.0,0.0
2026-05-20 16:04:58,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,3,1,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,12.0,0.0
2026-05-20 16:10:18,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,3,2,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,9.75,3.0
2026-05-20 16:11:20,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,3,3,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,12.0,0.0
2026-05-20 16:11:40,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,4,1,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,11.25,4.0
2026-05-20 16:16:09,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,4,2,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,10.5,3.5
2026-05-20 16:16:52,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,4,3,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,8.0,0.0
2026-05-20 16:16:59,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,4,4,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,5.0,0.0
2026-05-20 16:22:31,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,5,1,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,7.3,0.0
2026-05-20 16:22:54,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,5,2,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,9.5,0.0
2026-05-20 16:23:06,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,5,3,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,10.5,0.0
2026-05-20 16:28:38,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,6,1,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,9.5,0.0
2026-05-20 16:29:26,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,6,2,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,11.0,3.75
2026-05-20 16:34:46,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,6,3,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,8.0,0.0
2026-05-20 16:35:08,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,6,4,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,0.0,0.0
2026-05-20 16:35:42,G02_m-3-flash-preview_sol1_gd0_rs0_bd1_str-neutral_t00_n1,7,1,1,gemini-3-flash-preview,1,0,1,0,neutral,0.0,9.0,0.0
