timestamp,tag,student,question,run,model,use_solution,use_reasoning,use_breakdown,use_guidelines,strictness,temperature,score,bonus
2026-07-19 09:56:30,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,1,1,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,4.0,0.0
2026-07-19 09:56:38,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,1,2,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,4.0,0.0
2026-07-19 09:56:43,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,1,3,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,0.0,0.0
2026-07-19 09:56:52,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,2,1,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,5.0,0.0
2026-07-19 09:57:00,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,2,2,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,6.0,0.0
2026-07-19 09:57:07,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,2,3,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,6.0,0.0
2026-07-19 09:57:16,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,3,1,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,8.0,0.0
2026-07-19 09:57:27,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,3,2,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,3.0,0.0
2026-07-19 09:57:33,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,3,3,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,6.0,0.0
2026-07-19 09:57:42,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,4,1,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,5.0,0.0
2026-07-19 09:57:49,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,4,2,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,5.0,0.0
2026-07-19 09:57:56,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,4,3,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,0.0,0.0
2026-07-19 09:57:59,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,4,4,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,0.0,0.0
2026-07-19 09:58:08,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,5,1,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,0.0,0.0
2026-07-19 09:58:15,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,5,2,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,5.0,0.0
2026-07-19 09:58:21,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,5,3,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,0.0,0.0
2026-07-19 09:58:31,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,6,1,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,2.0,0.0
2026-07-19 09:58:37,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,6,2,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,8.0,0.0
2026-07-19 09:58:43,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,6,3,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,0.0,0.0
2026-07-19 09:58:46,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,6,4,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,0.0,0.0
2026-07-19 09:58:54,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,7,1,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,3.0,0.0
2026-07-19 09:59:01,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,7,2,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,4.0,0.0
2026-07-19 09:59:06,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,7,3,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,0.5,0.0
2026-07-19 09:59:18,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,8,1,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,0.0,0.0
2026-07-19 09:59:26,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,8,2,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,4.0,0.0
2026-07-19 09:59:32,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,8,3,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,5.0,0.0
2026-07-19 09:59:41,L-MP01_m-qwen2.5-coder-32b_sol1_gd1_rs0_bd1_str-mpstrict_t00_n1,9,1,1,Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1,1,mpstrict,0.0,5.0,0.0
