timestamp,tag,student,question,run,model,use_solution,use_reasoning,use_breakdown,use_guidelines,strictness,temperature,score,bonus
2026-08-06 06:22:42,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,1,1,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,10.0,0.0
2026-08-06 06:22:48,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,1,3,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,0.0,0.0
2026-08-06 06:22:51,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,2,1,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,0.0,0.0
2026-08-06 06:22:55,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,2,2,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,0.0,0.0
2026-08-06 06:23:01,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,2,3,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,0.0,0.0
2026-08-06 06:23:03,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,3,1,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,0.0,0.0
2026-08-06 06:23:07,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,3,2,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,0.0,0.0
2026-08-06 06:23:13,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,3,3,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,0.0,0.0
2026-08-06 06:23:19,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,4,1,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,10.0,0.0
2026-08-06 06:23:25,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,4,2,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,10.0,0.0
2026-08-06 06:23:31,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,4,3,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,10.0,0.0
2026-08-06 06:23:37,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,5,1,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,10.0,0.0
2026-08-06 06:23:41,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,5,2,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,0.0,0.0
2026-08-06 06:23:47,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,5,3,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,0.0,0.0
2026-08-06 11:50:44,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,6,1,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,10.0,0.0
2026-08-06 11:50:48,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,6,2,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,0.0,0.0
2026-08-06 11:50:54,IA-s02_m-qwen25-coder-7b_sol1_gd0_rs0_bd1_str-strict_t00_n1,6,3,1,Qwen/Qwen2.5-Coder-7B-Instruct,1,0,1,0,strict,0.0,0.0,0.0
